"state","race_white","race_black","race_aian","race_asian","race_nhpi","race_hispanic","below_poverty","unemployed","housing_burden","no_vehicle","living_alone","crowded_housing","internet"
"RI",0.702226990834794,0.0534121609134387,0.00178802991850036,0.0340973490532836,0.000420243791598093,0.164171565775708,0.106422534895981,0.0582623876844814,0.448204423755813,0.078302610729029,0.30578386985975,0.0170527556732663,0.894091597977066
